"","Age","NivEco","Genre","Genre_3_TEXT","Educ","Homo_1","Homo_2","Homo_3","Homo_4","Homo_5","Homo_6","Homo_7","DigiCit_1","DigiCit_2","DigiCit_3","DigiCit_4","DigiCit_5","DigiCit_6","DigiCit_7","DigiCit_8","DigiCit_9","DigiCit_10","DigiCit_11","DigiCit_12","DigiCit_13","DigiCit_14","IdePol","Ideolo_1","E2TC_1","E2TC_2","E2TC_3","E2TC_4","E2TC_5","E2TC_6","E2TC_7","E2TC_8","E2TC_9","E2TC_10","E2TC_11","E2TC_12","E2TC_DO","E2T1a_1","E2T1a_2","E2T1a_3","E2T1a_4","E2T1a_5","E2T1a_6","E2T1a_7","E2T1a_DO","E2T1a_ADO","E2T1b_1","E2T1b_2","E2T1b_3","E2T1b_4","E2T1b_5","E2T1b_6","E2T1b_7","E2T1b_DO","E2T1c_1","E2T1c_2","E2T1c_3","E2T1c_4","E2T1c_5","E2T1c_6","E2T1c_7","E2T1c_DO","E2T1d_1","E2T1d_2","E2T1d_3","E2T1d_4","E2T1d_5","E2T1d_6","E2T1d_7","E2T1d_DO","E2T1d_ADO","E2T2a_1","E2T2a_2","E2T2a_3","E2T2a_4","E2T2a_5","E2T2a_6","E2T2a_7","E2T2a_DO","E2T2a_ADO","E2T2b_1","E2T2b_2","E2T2b_3","E2T2b_4","E2T2b_5","E2T2b_6","E2T2b_7","E2T2b_8","E2T2b_9","E2T2b_10","E2T2b_11","E2T2b_12","E2T2b_DO","E2T2c_1","E2T2c_2","E2T2c_3","E2T2c_4","E2T2c_5","E2T2c_6","E2T2c_7","E2T2c_DO","E2T2c_ADO","end_4","SC0"
"59","2","3","1","","5","8","3","3","5","4","2","8","6","6","7","6","6","5","7","7","4","7","4","4","4","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","1","1","7|1|5|3|2|4|6","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","4"
"60","1","2","1","","3","1","5","5","8","2","5","8","7","7","7","7","7","5","4","1","4","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","1","2","4|3|1|7|5|6|2","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","5"
"61","2","4","2","","4","2","2","2","3","2","2","2","5","5","5","5","6","5","6","5","5","6","4","2","5","3","0","","1","","2","","2","2","","2","1","","","2","9|1|12|8|6|3|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","1"
"62","2","4","2","","5","6","6","8","1","1","1","1","7","7","7","5","4","4","3","1","1","2","4","1","1","1","0","","1","2","1","","2","","1","","2","","","2","1|12|3|2|5|9|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"63","2","4","1","","5","5","8","7","7","1","3","5","7","7","5","7","7","1","1","6","1","3","1","1","1","1","0","","1","","1","","","","","2","1","2","2","2","9|1|12|8|11|3|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","2"
"64","3","4","1","","4","1","1","1","1","1","1","1","7","7","1","7","4","4","4","4","4","4","4","4","4","4","1","5","1","","1","1","","2","","1","1","","","2","12|3|1|4|6|9|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","4"
"65","2","2","1","","3","1","10","7","1","4","10","10","7","7","7","7","7","7","7","5","5","4","6","3","1","5","1","1","2","1","1","","","","1","","2","1","","2","1|12|3|7|10|9|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","7"
"66","1","4","2","","3","6","7","7","5","7","7","6","7","5","5","4","4","4","3","4","4","2","2","4","2","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","2","1","1","2|3|5|1|4|6|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","4"
"67","1","2","2","","3","1","10","10","6","5","10","5","7","7","7","7","7","4","4","5","5","1","4","1","1","1","1","1","","","","","","","","","","","","","","1","2","1","1","2","2","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","3"
"68","3","2","1","","3","8","8","8","8","8","10","9","7","7","6","5","7","7","6","5","7","7","7","7","6","7","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","1","2","1","3|5|7|4|2|6|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","2"
"69","3","3","2","","4","4","10","10","3","1","10","5","7","7","1","7","7","7","7","7","6","1","2","1","7","6","1","7","1","2","2","","","2","","1","1","","","2","3|12|9|2|6|1|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","2"
"70","3","3","1","","4","5","8","9","9","4","9","8","7","7","7","6","6","5","5","6","5","4","3","4","3","2","1","3","1","","2","2","","2","","","1","","2","1","1|12|3|11|4|9|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","0"
"71","2","4","2","","4","1","10","9","5","7","5","4","7","7","7","7","7","7","1","5","3","5","3","1","2","1","0","","1","","2","1","","","2","","1","","2","2","1|3|12|11|7|9|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","2"
"72","3","3","2","","4","6","6","6","6","4","6","4","6","6","6","6","6","6","6","3","5","1","2","6","6","3","0","","2","","1","","","","2","1","1","1","","1","9|3|12|8|7|1|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","4"
"73","3","4","1","","4","1","1","5","1","1","5","1","5","7","7","4","6","1","1","1","1","3","1","3","7","4","0","","2","","2","2","","","1","","1","2","","2","3|12|9|4|7|1|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"74","2","3","2","","4","1","1","4","3","6","1","6","7","7","7","7","7","4","7","4","5","6","4","5","3","1","1","1","","","","","","","","","","","","","","2","1","1","1","1","1","1","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","5"
"75","3","2","2","","4","1","1","8","2","5","5","7","7","7","7","7","7","7","1","4","1","7","4","2","7","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","2","","","","1","2|8|3|5|6|7|12","","","","","","","","","","18","3"
"76","1","3","2","","4","8","7","10","8","4","8","8","7","7","7","7","7","7","7","6","5","2","4","2","1","1","1","4","1","","1","1","","2","","","1","","1","2","3|9|12|4|11|1|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","4"
"77","3","4","2","","4","1","8","7","6","7","8","7","7","6","5","6","5","5","4","3","1","4","2","1","3","2","1","9","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","1","1","1","5|6|7|2|3|4|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"78","3","3","2","","4","1","5","5","1","4","6","5","7","7","7","7","7","7","7","7","7","1","7","1","1","1","0","","1","1","1","","1","","","","1","1","","1","12|1|9|2|10|3|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","4"
"79","3","4","1","","4","2","4","7","4","1","2","6","6","4","1","6","5","2","2","1","2","1","7","1","1","5","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","1","1","4|2|1|5|7|6|3","1|2","40","2"
"80","4","4","2","","3","7","8","9","3","9","7","5","5","5","4","5","5","5","4","3","3","4","1","1","1","1","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","2","1","6|1|2|7|4|5|3","1|2","","","","","","","","","","","","","","","","","","","","","","","67","6"
"81","4","4","2","","4","2","6","5","3","3","6","5","6","6","6","6","6","6","5","5","5","2","2","2","2","1","1","8","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","1","1","7|5|4|1|6|2|3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","2"
"82","4","2","2","","3","6","10","7","10","4","7","10","6","5","7","7","7","7","4","5","5","5","5","5","5","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","6|3|1|2|4|7|5","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","4"
"83","4","5","1","","4","1","1","1","1","1","1","1","7","7","7","6","6","4","3","2","3","1","1","4","3","1","1","3","","","","","","","","","","","","","","1","1","1","1","1","1","2","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","5"
"84","1","4","2","","4","7","10","9","4","6","9","4","7","7","7","7","7","3","7","7","5","7","2","7","7","7","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","1","","","2","1","","2","1","","8|4|1|2|7|11|10","","","","","","","","","","86","3"
"85","4","2","2","","3","2","6","6","5","3","9","2","7","7","6","6","5","2","6","5","5","7","1","4","4","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","2","2","1","5|7|6|3|2|4|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","3"
"86","4","4","1","","4","2","5","9","9","3","9","3","7","7","7","7","7","7","5","6","6","6","4","3","4","3","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","1","2|7|6|1|3|5|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","4"
"87","1","3","2","","4","6","1","4","1","3","4","8","7","7","6","7","7","7","5","6","6","7","1","3","3","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","1","","2","2","1","","","2","","6|3|11|8|4|7|1","","","","","","","","","","91","7"
"88","1","3","2","","3","8","9","10","8","8","9","7","6","6","7","7","7","7","5","6","6","1","2","1","1","1","0","","1","1","1","","2","","","2","2","","","2","1|9|12|2|8|3|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","4"
"89","3","2","2","","3","8","1","9","5","2","8","9","7","4","6","6","6","2","2","1","1","3","2","7","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","2","1","5|1|6|7|3|2|4","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","3"
"90","2","3","1","","3","5","5","5","4","4","5","5","7","7","6","6","5","4","5","4","4","5","4","3","4","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","2","1","3|6|7|5|4|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","3"
"91","3","4","1","","5","3","8","6","7","1","7","2","7","7","7","5","2","4","4","2","4","6","3","2","5","1","1","4","2","","1","1","1","1","","","1","","","2","3|12|9|5|6|1|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","6"
"92","2","1","2","","4","5","5","5","2","5","5","7","6","6","7","6","6","5","3","6","5","5","4","6","5","1","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","2","2","2|7|4|6|5|1|3","1|2","","","","","","","","","","","","","","","","","","","","","","","89","4"
"93","4","3","2","","4","9","9","10","9","2","10","9","7","7","7","7","7","7","7","7","7","6","3","2","1","1","1","10","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","2","1","3|5|6|1|2|4|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","3"
"94","1","3","1","","3","4","5","7","5","3","7","4","6","5","5","6","6","5","3","4","2","5","3","5","3","5","1","1","","","","","","","","","","","","","","1","2","1","1","2","2","2","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","4"
"95","4","1","2","","5","4","9","10","9","2","10","5","7","7","7","5","4","5","4","2","1","1","2","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","1","3|1|7|2|4|6|5","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","4"
"96","1","3","2","","4","7","6","7","7","5","9","7","7","7","7","7","7","6","6","6","4","6","6","5","4","6","1","3","","","","","","","","","","","","","","2","2","1","2","2","1","1","7|6|5|4|3|2|1","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","2"
"97","1","3","2","","3","8","6","8","9","4","7","7","6","6","7","7","6","5","5","5","5","5","4","5","1","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","1","1","2","2","1|3|4|6|7|5|2","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"98","3","4","1","","5","3","2","3","1","5","2","1","7","7","7","7","7","6","2","3","1","6","1","5","6","2","0","","1","1","1","","2","","1","","1","","","1","3|12|9|7|5|1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","3"
"99","2","3","2","","4","4","5","6","2","2","4","3","7","6","2","5","6","4","3","3","4","2","3","2","3","4","0","","1","","1","1","1","","","","1","","2","2","3|9|1|4|11|12|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","4"
"100","2","4","1","","4","3","5","6","4","4","4","4","7","7","7","6","7","7","7","7","6","3","2","2","3","1","0","","2","1","1","","1","","","1","1","","","2","3|9|12|2|5|1|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","6"
"101","3","5","2","","4","6","7","7","9","4","10","4","7","6","7","3","3","3","4","2","4","2","1","3","3","5","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","","1","","","","1","2","","10|3|11|1|6|4|2","","","","","","","","","","71","4"
"102","4","4","1","","5","1","1","4","7","5","9","8","7","7","7","7","7","4","4","2","2","6","1","4","5","3","1","10","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","1","4|2|7|5|3|6|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"103","4","3","1","","4","6","6","5","7","7","4","5","7","7","7","7","7","7","7","6","7","6","4","6","5","6","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","3|7|6|2|1|5|4","1|2","71","4"
"104","3","4","2","","4","1","8","8","6","4","9","8","7","6","6","6","6","7","6","5","5","6","4","3","5","3","1","10","2","2","2","","2","","","","2","","2","2","9|12|3|11|5|1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","3"
"105","1","2","2","","3","3","6","7","4","6","7","6","7","6","7","6","6","6","6","6","5","3","2","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","2","2","1","","1","12|7|8|10|9|6|2","","","","","","","","","","52","2"
"106","2","3","2","","4","3","6","8","8","4","5","8","6","5","6","6","6","5","5","5","5","5","3","3","3","2","1","2","2","","1","","","2","","","1","1","2","2","3|12|9|10|6|1|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","4"
"107","4","4","1","","4","3","2","2","6","2","4","5","7","7","7","7","7","7","7","6","6","7","3","5","5","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","1","2","4|3|6|5|1|7|2","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","5"
"108","2","1","2","","4","10","10","10","10","10","10","10","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","2","2","","","2","2","1","1","11|12|6|1|5|10|9","","","","","","","","","","75","2"
"109","3","4","2","","5","2","7","8","5","5","8","4","7","7","7","6","5","4","1","3","1","1","1","1","1","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","1","2","5|1|7|6|4|2|3","1|2","60","6"
"110","3","4","2","","4","3","3","5","1","1","5","1","2","5","4","3","3","3","3","3","1","2","2","2","2","2","0","","1","2","2","","2","","","1","1","","","2","12|9|3|8|2|1|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","2"
"111","1","2","3","No binario","3","5","10","10","3","7","10","9","7","7","7","7","7","7","7","7","3","5","1","7","7","6","1","1","","","","","","","","","","","","","","1","1","1","1","1","2","1","7|6|5|4|3|2|1","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","5"
"112","3","3","2","","4","7","6","7","5","6","7","8","7","7","7","7","7","7","5","6","4","6","4","5","3","6","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","2","2","1","4|3|1|6|7|5|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","3"
"113","3","3","1","","3","1","3","4","2","1","2","2","7","5","7","7","7","5","4","4","5","2","4","1","6","1","0","","1","","2","1","","1","","","1","","2","1","9|3|1|11|6|12|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","2"
"114","1","2","2","","3","3","2","2","1","1","2","3","5","5","3","3","4","2","2","3","2","1","3","1","2","1","0","","2","2","2","2","","2","","","1","","","1","12|9|1|6|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","1"
"115","1","2","2","","3","4","4","8","10","4","10","9","7","7","7","7","7","7","7","7","3","7","3","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","","","2","","1","1","","","9|3|2|1|4|10|7","","","","","","","","","","28","7"
